job_title,experience_years,skill_count,education_level,education_institution,location,city_tier,company_type,industry,salary_inr,salary_lpa
Investment Banker,2,5,B.E.,BITS,Kolkata,1,BPO,Finance,1889958,18.9
Investment Banker,2,6,B.Tech,Top Private,Kolkata,1,KPO,Finance,2397961,23.98
Investment Banker,2,7,B.E.,Tier 2,Kochi,2,startup,Finance,2313314,23.13
Investment Banker,2,7,MBA,IIM,Kochi,2,BPO,Finance,1983149,19.83
Investment Banker,2,6,B.Tech,IIT,Chandigarh,2,startup,Finance,3027356,30.27
Investment Banker,2,5,B.Tech,NIT,Chandigarh,2,service,Finance,2277851,22.78
Investment Banker,2,8,B.Tech,NIT,Chandigarh,2,BPO,Finance,1758255,17.58
Investment Banker,2,8,MBA,IIM,Mysore,3,product,Finance,3949962,39.5
Investment Banker,2,8,B.Tech,Top Private,Mysore,3,startup,Finance,2538227,25.38
Investment Banker,2,5,B.Sc,Tier 3,Mysore,3,service,Finance,1388124,13.88
Investment Banker,2,8,MBA,IIM,Mysore,3,BPO,Finance,1718044,17.18
Investment Banker,2,8,B.Tech,IIT,Mysore,3,KPO,Finance,2260778,22.61
Investment Banker,2,6,B.Tech,NIT,Bhubaneswar,3,service,Finance,1962960,19.63
Investment Banker,2,8,B.Tech,Top Private,Bhubaneswar,3,KPO,Finance,1937453,19.37
Investment Banker,3,7,B.E.,BITS,Bangalore,1,MNC,Finance,6974238,69.74
Investment Banker,3,8,MBA,IIM,Bangalore,1,BPO,Finance,2984050,29.84
Investment Banker,3,5,B.Sc,Tier 3,Mumbai,1,startup,Finance,2959354,29.59
Investment Banker,3,7,B.Tech,NIT,Coimbatore,2,service,Finance,2699592,27.0
Investment Banker,3,6,B.Tech,NIT,Coimbatore,2,BPO,Finance,2232067,22.32
Investment Banker,3,6,B.Tech,Top Private,Ahmedabad,2,service,Finance,2820428,28.2
Investment Banker,3,7,B.Tech,Top Private,Ahmedabad,2,BPO,Finance,1821715,18.22
Investment Banker,3,6,B.Sc,Tier 3,Patna,3,product,Finance,2504749,25.05
Investment Banker,3,8,B.Tech,NIT,Patna,3,service,Finance,2470770,24.71
Investment Banker,3,5,B.Tech,Top Private,Patna,3,BPO,Finance,1567053,15.67
Investment Banker,3,7,B.E.,Tier 2,Patna,3,KPO,Finance,1900065,19.0
Investment Banker,3,6,B.Sc,Tier 3,Jamshedpur,3,MNC,Finance,2979810,29.8
Investment Banker,3,5,MBA,IIM,Jamshedpur,3,product,Finance,3912811,39.13
Investment Banker,3,7,B.Tech,IIT,Jamshedpur,3,BPO,Finance,1947107,19.47
Investment Banker,4,5,B.E.,Tier 2,Chennai,1,MNC,Finance,6065597,60.66
Investment Banker,4,8,B.Tech,Top Private,Chennai,1,product,Finance,7268744,72.69
Investment Banker,4,7,B.Sc,Tier 3,Chennai,1,service,Finance,3254277,32.54
Investment Banker,4,5,B.E.,BITS,Mumbai,1,product,Finance,7359337,73.59
Investment Banker,4,7,MBA,IIM,Mumbai,1,service,Finance,6192720,61.93
Investment Banker,4,8,B.Tech,IIT,Mumbai,1,BPO,Finance,4627422,46.27
Investment Banker,4,5,B.Tech,NIT,Mumbai,1,KPO,Finance,4184175,41.84
Investment Banker,4,6,B.E.,BITS,Visakhapatnam,2,product,Finance,6311683,63.12
Investment Banker,4,7,B.Sc,Tier 3,Chandigarh,2,MNC,Finance,4902579,49.03
Investment Banker,4,8,B.Tech,IIT,Chandigarh,2,BPO,Finance,3898869,38.99
Investment Banker,4,6,B.Tech,NIT,Mysore,3,MNC,Finance,6343271,63.43
Investment Banker,4,8,B.E.,Tier 2,Mysore,3,startup,Finance,3429179,34.29
Investment Banker,4,6,MBA,IIM,Mysore,3,service,Finance,3930239,39.3
Investment Banker,4,7,B.E.,Tier 2,Mysore,3,KPO,Finance,2386053,23.86
Investment Banker,4,5,B.Tech,Top Private,Lucknow,3,service,Finance,2846207,28.46
Investment Banker,4,8,B.Tech,NIT,Lucknow,3,BPO,Finance,2667504,26.68
Investment Banker,4,5,B.Tech,IIT,Lucknow,3,KPO,Finance,3291917,32.92
Investment Banker,5,8,B.E.,Tier 2,Chennai,1,MNC,Finance,10220484,102.2
Investment Banker,5,6,MBA,IIM,Chennai,1,product,Finance,10336950,103.37
Investment Banker,5,8,MBA,IIM,Chennai,1,service,Finance,7311304,73.11
Investment Banker,5,5,B.Sc,Tier 3,Chennai,1,BPO,Finance,2928454,29.28
Investment Banker,5,8,B.Sc,Tier 3,Mumbai,1,MNC,Finance,7783508,77.84
Investment Banker,5,5,B.Tech,NIT,Mumbai,1,startup,Finance,6957004,69.57
Investment Banker,5,7,B.Tech,Top Private,Mumbai,1,BPO,Finance,4133851,41.34
Investment Banker,5,6,B.Tech,NIT,Indore,2,startup,Finance,6109140,61.09
Investment Banker,5,6,B.E.,BITS,Visakhapatnam,2,MNC,Finance,10336987,103.37
Investment Banker,5,7,B.Sc,Tier 3,Visakhapatnam,2,BPO,Finance,2870852,28.71
Investment Banker,5,5,MBA,IIM,Visakhapatnam,2,KPO,Finance,5019838,50.2
Investment Banker,5,8,B.Sc,Tier 3,Mysore,3,startup,Finance,4411177,44.11
Investment Banker,5,8,B.E.,BITS,Mysore,3,KPO,Finance,4628503,46.29
Investment Banker,5,5,B.E.,BITS,Surat,3,startup,Finance,5408095,54.08
Investment Banker,5,7,MBA,IIM,Surat,3,BPO,Finance,3906973,39.07
Investment Banker,5,8,B.Tech,NIT,Surat,3,KPO,Finance,4321616,43.22
Investment Banker,6,7,MBA,IIM,Bangalore,1,product,Finance,13047600,130.48
Investment Banker,6,7,B.Tech,Top Private,Bangalore,1,startup,Finance,8574850,85.75
Investment Banker,6,8,B.E.,Tier 2,Bangalore,1,BPO,Finance,4526849,45.27
Investment Banker,6,5,B.Tech,Top Private,Chennai,1,startup,Finance,7502169,75.02
Investment Banker,6,6,B.Tech,NIT,Chennai,1,service,Finance,7602236,76.02
Investment Banker,6,6,B.Tech,Top Private,Indore,2,startup,Finance,7383717,73.84
Investment Banker,6,6,B.E.,BITS,Indore,2,KPO,Finance,6006698,60.07
Investment Banker,6,5,B.E.,Tier 2,Jaipur,2,product,Finance,6949639,69.5
Investment Banker,6,5,B.Tech,Top Private,Jaipur,2,KPO,Finance,5445013,54.45
Investment Banker,6,8,B.Tech,Top Private,Mysore,3,MNC,Finance,9314244,93.14
Investment Banker,6,6,MBA,IIM,Mysore,3,service,Finance,6382877,63.83
Investment Banker,6,5,B.E.,Tier 2,Mysore,3,KPO,Finance,3636433,36.36
Investment Banker,8,7,B.Sc,Tier 3,Mumbai,1,MNC,Finance,11890000,118.9
Investment Banker,8,7,B.Tech,IIT,Mumbai,1,product,Finance,15379634,153.8
Investment Banker,8,6,MBA,IIM,Mumbai,1,service,Finance,11724683,117.25
Investment Banker,8,7,B.Sc,Tier 3,Mumbai,1,KPO,Finance,6858548,68.59
Investment Banker,8,8,B.E.,BITS,Chennai,1,MNC,Finance,20075835,200.76
Investment Banker,8,5,B.Tech,Top Private,Chennai,1,BPO,Finance,5803900,58.04
Investment Banker,8,8,B.Tech,NIT,Chandigarh,2,startup,Finance,10685089,106.85
Investment Banker,8,6,B.Sc,Tier 3,Chandigarh,2,service,Finance,5769162,57.69
Investment Banker,8,5,B.E.,Tier 2,Visakhapatnam,2,BPO,Finance,4817137,48.17
Investment Banker,8,7,B.E.,BITS,Visakhapatnam,2,KPO,Finance,7692564,76.93
Investment Banker,8,7,B.E.,Tier 2,Lucknow,3,MNC,Finance,9316312,93.16
Investment Banker,10,5,MBA,IIM,Chennai,1,product,Finance,20360976,203.61
Investment Banker,10,7,B.E.,BITS,Chennai,1,startup,Finance,15156195,151.56
Investment Banker,10,7,B.Tech,NIT,Chennai,1,BPO,Finance,8670184,86.7
Investment Banker,10,5,MBA,IIM,Chennai,1,KPO,Finance,13785233,137.85
Investment Banker,10,6,MBA,IIM,Chennai,1,service,Finance,13932369,139.32
Investment Banker,10,8,MBA,IIM,Chennai,1,BPO,Finance,12318053,123.18
Investment Banker,10,7,B.Tech,Top Private,Coimbatore,2,MNC,Finance,16153429,161.53
Investment Banker,10,7,B.E.,BITS,Coimbatore,2,product,Finance,15836899,158.37
Investment Banker,10,8,B.E.,Tier 2,Coimbatore,2,startup,Finance,11654559,116.55
Investment Banker,10,8,B.Sc,Tier 3,Coimbatore,2,service,Finance,7554319,75.54
Investment Banker,10,7,B.E.,BITS,Jaipur,2,MNC,Finance,21160722,211.61
Investment Banker,10,8,B.Tech,NIT,Jaipur,2,BPO,Finance,7857363,78.57
Investment Banker,10,6,B.Tech,Top Private,Patna,3,startup,Finance,9568000,95.68
Investment Banker,10,5,B.E.,BITS,Patna,3,service,Finance,9136507,91.37
Investment Banker,10,8,B.Sc,Tier 3,Patna,3,startup,Finance,8052343,80.52
Risk Manager,3,6,B.Tech,IIT,Mumbai,1,MNC,Finance,3085366,30.85
Risk Manager,3,5,B.Tech,Top Private,Mumbai,1,startup,Finance,1906749,19.07
Risk Manager,3,4,B.Tech,NIT,Mumbai,1,service,Finance,1399364,13.99
Risk Manager,3,4,B.Tech,Top Private,Kolkata,1,MNC,Finance,2603253,26.03
Risk Manager,3,7,B.Tech,Top Private,Kolkata,1,product,Finance,2458809,24.59
Risk Manager,3,4,B.Sc,Tier 3,Kolkata,1,BPO,Finance,806895,8.07
Risk Manager,3,7,B.Tech,NIT,Kochi,2,MNC,Finance,2654727,26.55
Risk Manager,3,6,B.Sc,Tier 3,Kochi,2,BPO,Finance,769414,7.69
Risk Manager,3,5,B.Tech,NIT,Chandigarh,2,MNC,Finance,2530020,25.3
Risk Manager,3,7,B.E.,Tier 2,Chandigarh,2,startup,Finance,1646168,16.46
Risk Manager,3,4,B.Sc,Tier 3,Chandigarh,2,BPO,Finance,696147,6.96
Risk Manager,3,6,B.Sc,Tier 3,Mysore,3,MNC,Finance,1627617,16.28
Risk Manager,3,7,B.E.,BITS,Mysore,3,product,Finance,2006597,20.07
Risk Manager,3,4,B.Tech,IIT,Mysore,3,startup,Finance,1549885,15.5
Risk Manager,3,4,B.Tech,Top Private,Lucknow,3,startup,Finance,1354046,13.54
Risk Manager,3,5,B.Tech,Top Private,Lucknow,3,service,Finance,1076138,10.76
Risk Manager,3,6,B.Tech,Top Private,Lucknow,3,KPO,Finance,1025276,10.25
Risk Manager,4,6,B.Tech,Top Private,Chennai,1,KPO,Finance,1811773,18.12
Risk Manager,4,6,MBA,IIM,Chennai,1,MNC,Finance,4715982,47.16
Risk Manager,4,5,B.Tech,NIT,Chennai,1,BPO,Finance,1538326,15.38
Risk Manager,4,6,B.Tech,NIT,Nagpur,2,MNC,Finance,3174527,31.75
Risk Manager,4,6,B.Tech,IIT,Nagpur,2,product,Finance,2709580,27.1
Risk Manager,4,6,B.E.,BITS,Nagpur,2,BPO,Finance,1456934,14.57
Risk Manager,4,5,B.E.,Tier 2,Jaipur,2,KPO,Finance,1269627,12.7
Risk Manager,4,7,B.E.,BITS,Mysore,3,MNC,Finance,2979519,29.8
Risk Manager,4,4,B.E.,Tier 2,Mysore,3,KPO,Finance,950841,9.51
Risk Manager,4,5,B.Sc,Tier 3,Thiruvananthapuram,3,MNC,Finance,1989696,19.9
Risk Manager,4,6,B.Tech,IIT,Thiruvananthapuram,3,product,Finance,2685196,26.85
Risk Manager,4,5,MBA,IIM,Thiruvananthapuram,3,service,Finance,1848953,18.49
Risk Manager,4,5,B.Tech,NIT,Thiruvananthapuram,3,BPO,Finance,1042577,10.43
Risk Manager,5,5,B.E.,BITS,Gurgaon,1,product,Finance,3894864,38.95
Risk Manager,5,4,B.Sc,Tier 3,Gurgaon,1,startup,Finance,2230999,22.31
Risk Manager,5,5,B.E.,Tier 2,Gurgaon,1,KPO,Finance,1882019,18.82
Risk Manager,5,4,B.Tech,Top Private,Chandigarh,2,MNC,Finance,3480425,34.8
Risk Manager,5,7,B.Tech,Top Private,Chandigarh,2,product,Finance,2878485,28.78
Risk Manager,5,7,B.Tech,NIT,Chandigarh,2,service,Finance,2201098,22.01
Risk Manager,5,5,B.E.,BITS,Chandigarh,2,BPO,Finance,1505910,15.06
Risk Manager,5,5,B.Tech,IIT,Chandigarh,2,KPO,Finance,2131468,21.31
Risk Manager,5,7,B.E.,BITS,Indore,2,service,Finance,2078732,20.79
Risk Manager,5,7,B.E.,BITS,Indore,2,BPO,Finance,1733127,17.33
Risk Manager,5,6,B.E.,BITS,Lucknow,3,MNC,Finance,3167911,31.68
Risk Manager,5,7,B.E.,Tier 2,Lucknow,3,product,Finance,2251138,22.51
Risk Manager,5,4,B.E.,BITS,Lucknow,3,service,Finance,1715960,17.16
Risk Manager,5,7,B.Tech,NIT,Lucknow,3,MNC,Finance,3205258,32.05
Risk Manager,5,4,B.E.,Tier 2,Lucknow,3,startup,Finance,1661405,16.61
Risk Manager,5,5,B.Tech,Top Private,Lucknow,3,BPO,Finance,1236737,12.37
Risk Manager,6,5,MBA,IIM,Pune,1,MNC,Finance,6522861,65.23
Risk Manager,6,5,B.Tech,Top Private,Pune,1,service,Finance,2704650,27.05
Risk Manager,6,7,MBA,IIM,Bangalore,1,MNC,Finance,6605708,66.06
Risk Manager,6,7,B.E.,Tier 2,Bangalore,1,product,Finance,3915396,39.15
Risk Manager,6,4,B.Tech,Top Private,Bangalore,1,startup,Finance,3223823,32.24
Risk Manager,6,4,B.Tech,NIT,Bangalore,1,BPO,Finance,1955419,19.55
Risk Manager,6,7,B.E.,BITS,Ahmedabad,2,MNC,Finance,5045384,50.45
Risk Manager,6,5,MBA,IIM,Ahmedabad,2,product,Finance,4814137,48.14
Risk Manager,6,5,B.Tech,IIT,Ahmedabad,2,BPO,Finance,2079787,20.8
Risk Manager,6,5,B.Tech,NIT,Ahmedabad,2,startup,Finance,2928501,29.29
Risk Manager,6,5,B.Tech,NIT,Jamshedpur,3,startup,Finance,2587495,25.87
Risk Manager,6,7,B.Tech,IIT,Jamshedpur,3,BPO,Finance,1896508,18.97
Risk Manager,6,6,B.E.,Tier 2,Lucknow,3,startup,Finance,2116636,21.17
Risk Manager,8,7,B.Tech,NIT,Pune,1,MNC,Finance,6717230,67.17
Risk Manager,8,7,B.E.,Tier 2,Pune,1,service,Finance,3521050,35.21
Risk Manager,8,4,B.Tech,IIT,Kolkata,1,product,Finance,5377192,53.77
Risk Manager,8,6,B.E.,Tier 2,Kolkata,1,startup,Finance,3834184,38.34
Risk Manager,8,4,B.Sc,Tier 3,Kolkata,1,service,Finance,2679539,26.8
Risk Manager,8,4,B.Tech,NIT,Kochi,2,startup,Finance,4246175,42.46
Risk Manager,8,7,B.Sc,Tier 3,Ahmedabad,2,product,Finance,3771583,37.72
Risk Manager,8,5,MBA,IIM,Thiruvananthapuram,3,product,Finance,5123108,51.23
Risk Manager,8,6,B.Tech,Top Private,Thiruvananthapuram,3,startup,Finance,3112859,31.13
Risk Manager,8,5,B.Tech,IIT,Thiruvananthapuram,3,service,Finance,3186025,31.86
Risk Manager,8,4,B.Sc,Tier 3,Thiruvananthapuram,3,BPO,Finance,1467793,14.68
Risk Manager,8,7,B.Tech,IIT,Thiruvananthapuram,3,KPO,Finance,3011096,30.11
Risk Manager,10,7,B.Tech,NIT,Mumbai,1,product,Finance,7858498,78.58
Risk Manager,10,5,B.Tech,IIT,Mumbai,1,startup,Finance,6143091,61.43
Risk Manager,10,5,B.Sc,Tier 3,Lucknow,3,KPO,Finance,2310356,23.1
Risk Manager,10,4,B.Tech,IIT,Mysore,3,product,Finance,4853298,48.53
Risk Manager,10,5,B.Tech,IIT,Mysore,3,startup,Finance,4805714,48.06
Risk Manager,10,7,B.Tech,NIT,Mysore,3,KPO,Finance,3105092,31.05
Equity Research Analyst,1,5,MBA,IIM,Mumbai,1,MNC,Finance,2122394,21.22
Equity Research Analyst,1,4,B.Tech,NIT,Mumbai,1,product,Finance,1429793,14.3
Equity Research Analyst,1,5,MBA,IIM,Mumbai,1,startup,Finance,1616645,16.17
Equity Research Analyst,1,7,B.Tech,IIT,Mumbai,1,service,Finance,1332628,13.33
Equity Research Analyst,1,6,B.Tech,IIT,Mumbai,1,BPO,Finance,923106,9.23
Equity Research Analyst,1,7,B.E.,BITS,Mumbai,1,KPO,Finance,1155384,11.55
Equity Research Analyst,1,7,B.Tech,IIT,Mumbai,1,startup,Finance,1733085,17.33
Equity Research Analyst,1,4,B.Sc,Tier 3,Jaipur,2,MNC,Finance,1188879,11.89
Equity Research Analyst,1,4,MBA,IIM,Jaipur,2,product,Finance,1614732,16.15
Equity Research Analyst,1,5,B.E.,BITS,Jaipur,2,service,Finance,893018,8.93
Equity Research Analyst,1,6,B.Tech,Top Private,Jaipur,2,KPO,Finance,835254,8.35
Equity Research Analyst,1,4,B.E.,Tier 2,Jaipur,2,MNC,Finance,1254142,12.54
Equity Research Analyst,1,4,B.Tech,NIT,Jaipur,2,product,Finance,1209856,12.1
Equity Research Analyst,1,5,B.Tech,NIT,Jaipur,2,startup,Finance,1084825,10.85
Equity Research Analyst,1,5,B.E.,Tier 2,Jaipur,2,service,Finance,710444,7.1
Equity Research Analyst,1,7,B.Tech,IIT,Jaipur,2,BPO,Finance,760867,7.61
Equity Research Analyst,1,6,MBA,IIM,Bhubaneswar,3,service,Finance,927888,9.28
Equity Research Analyst,1,4,B.Sc,Tier 3,Bhubaneswar,3,product,Finance,701780,7.02
Equity Research Analyst,1,5,B.Tech,IIT,Bhubaneswar,3,KPO,Finance,803928,8.04
Equity Research Analyst,2,7,B.Tech,IIT,Chennai,1,product,Finance,2837617,28.38
Equity Research Analyst,2,4,B.E.,BITS,Chennai,1,startup,Finance,1860211,18.6
Equity Research Analyst,2,5,B.Tech,IIT,Chennai,1,KPO,Finance,1633942,16.34
Equity Research Analyst,2,5,B.E.,Tier 2,Gurgaon,1,service,Finance,1231303,12.31
Equity Research Analyst,2,5,B.Tech,NIT,Gurgaon,1,BPO,Finance,1103715,11.04
Equity Research Analyst,2,7,B.Tech,Top Private,Nagpur,2,MNC,Finance,2423738,24.24
Equity Research Analyst,2,4,B.E.,Tier 2,Nagpur,2,startup,Finance,1212535,12.13
Equity Research Analyst,2,7,B.E.,BITS,Nagpur,2,BPO,Finance,1019083,10.19
Equity Research Analyst,2,5,B.Tech,NIT,Indore,2,MNC,Finance,2278113,22.78
Equity Research Analyst,2,7,B.E.,Tier 2,Jamshedpur,3,MNC,Finance,1588131,15.88
Equity Research Analyst,2,6,B.E.,BITS,Jamshedpur,3,service,Finance,1218860,12.19
Equity Research Analyst,2,7,MBA,IIM,Jamshedpur,3,BPO,Finance,1067318,10.67
Equity Research Analyst,2,5,B.E.,Tier 2,Mysore,3,MNC,Finance,1614177,16.14
Equity Research Analyst,3,6,B.Sc,Tier 3,Hyderabad,1,MNC,Finance,2630988,26.31
Equity Research Analyst,3,7,MBA,IIM,Hyderabad,1,startup,Finance,3389716,33.9
Equity Research Analyst,3,7,B.Tech,NIT,Hyderabad,1,MNC,Finance,3939239,39.39
Equity Research Analyst,3,7,B.E.,BITS,Hyderabad,1,startup,Finance,2931850,29.32
Equity Research Analyst,3,4,B.Tech,Top Private,Hyderabad,1,BPO,Finance,1170808,11.71
Equity Research Analyst,3,4,MBA,IIM,Hyderabad,1,KPO,Finance,1859064,18.59
Equity Research Analyst,3,4,B.E.,Tier 2,Coimbatore,2,MNC,Finance,2184070,21.84
Equity Research Analyst,3,5,B.E.,BITS,Coimbatore,2,product,Finance,2645645,26.46
Equity Research Analyst,3,4,MBA,IIM,Coimbatore,2,startup,Finance,2255412,22.55
Equity Research Analyst,3,4,B.Tech,NIT,Chandigarh,2,startup,Finance,1874691,18.75
Equity Research Analyst,3,5,B.Tech,IIT,Chandigarh,2,BPO,Finance,1308974,13.09
Equity Research Analyst,3,4,B.E.,Tier 2,Chandigarh,2,KPO,Finance,1116166,11.16
Equity Research Analyst,3,7,B.E.,BITS,Bhubaneswar,3,MNC,Finance,2952355,29.52
Equity Research Analyst,3,4,B.Tech,IIT,Bhubaneswar,3,product,Finance,2036574,20.37
Equity Research Analyst,3,6,B.E.,Tier 2,Bhubaneswar,3,KPO,Finance,1095088,10.95
Equity Research Analyst,4,4,B.Sc,Tier 3,Bangalore,1,BPO,Finance,1197135,11.97
Equity Research Analyst,4,7,B.Tech,IIT,Bangalore,1,KPO,Finance,2562063,25.62
Equity Research Analyst,4,7,MBA,IIM,Hyderabad,1,product,Finance,4775082,47.75
Equity Research Analyst,4,5,B.Tech,Top Private,Hyderabad,1,service,Finance,2159904,21.6
Equity Research Analyst,4,5,B.Tech,Top Private,Hyderabad,1,KPO,Finance,2210421,22.1
Equity Research Analyst,4,7,B.Tech,Top Private,Jaipur,2,MNC,Finance,3963671,39.64
Equity Research Analyst,4,4,B.Tech,IIT,Jaipur,2,startup,Finance,2768336,27.68
Equity Research Analyst,4,4,B.Tech,Top Private,Nagpur,2,product,Finance,2529305,25.29
Equity Research Analyst,4,7,B.Tech,NIT,Nagpur,2,startup,Finance,3041533,30.42
Equity Research Analyst,4,5,B.Tech,Top Private,Nagpur,2,service,Finance,2026760,20.27
Equity Research Analyst,4,5,B.Tech,Top Private,Lucknow,3,product,Finance,2552821,25.53
Equity Research Analyst,4,5,MBA,IIM,Lucknow,3,startup,Finance,2453227,24.53
Equity Research Analyst,4,6,B.E.,BITS,Lucknow,3,service,Finance,1821957,18.22
Equity Research Analyst,4,5,B.Sc,Tier 3,Lucknow,3,BPO,Finance,855151,8.55
Equity Research Analyst,4,4,B.Sc,Tier 3,Surat,3,MNC,Finance,2032025,20.32
Equity Research Analyst,4,5,B.Sc,Tier 3,Surat,3,product,Finance,1956066,19.56
Equity Research Analyst,4,7,B.Tech,IIT,Surat,3,BPO,Finance,1559148,15.59
Equity Research Analyst,5,4,B.E.,Tier 2,Delhi NCR,1,MNC,Finance,3790058,37.9
Equity Research Analyst,5,5,B.Tech,NIT,Delhi NCR,1,startup,Finance,4014543,40.15
Equity Research Analyst,5,7,B.Tech,NIT,Gurgaon,1,MNC,Finance,5317148,53.17
Equity Research Analyst,5,7,B.Tech,IIT,Gurgaon,1,product,Finance,4918816,49.19
Equity Research Analyst,5,6,B.Tech,IIT,Gurgaon,1,startup,Finance,4414066,44.14
Equity Research Analyst,5,5,B.Tech,IIT,Coimbatore,2,service,Finance,2921682,29.22
Equity Research Analyst,5,6,B.Sc,Tier 3,Coimbatore,2,BPO,Finance,1252540,12.53
Equity Research Analyst,5,5,MBA,IIM,Coimbatore,2,product,Finance,4263533,42.64
Equity Research Analyst,5,4,B.Sc,Tier 3,Coimbatore,2,KPO,Finance,1488209,14.88
Equity Research Analyst,5,5,B.E.,Tier 2,Surat,3,service,Finance,1691989,16.92
Equity Research Analyst,5,7,B.Tech,NIT,Surat,3,BPO,Finance,1871951,18.72
Equity Research Analyst,5,6,B.Sc,Tier 3,Surat,3,KPO,Finance,1361985,13.62
Equity Research Analyst,5,6,B.Tech,Top Private,Jamshedpur,3,product,Finance,3155307,31.55
Equity Research Analyst,5,6,B.Tech,IIT,Jamshedpur,3,startup,Finance,2980882,29.81
Equity Research Analyst,5,5,MBA,IIM,Jamshedpur,3,service,Finance,2270608,22.71
Equity Research Analyst,5,5,MBA,IIM,Jamshedpur,3,BPO,Finance,1915891,19.16
Equity Research Analyst,5,6,B.Tech,IIT,Jamshedpur,3,KPO,Finance,2184269,21.84
Equity Research Analyst,6,5,B.Tech,NIT,Hyderabad,1,MNC,Finance,6490602,64.91
Equity Research Analyst,6,5,B.E.,BITS,Hyderabad,1,KPO,Finance,3630326,36.3
Equity Research Analyst,6,6,B.E.,BITS,Kolkata,1,MNC,Finance,6885814,68.86
Equity Research Analyst,6,5,B.Tech,Top Private,Kolkata,1,product,Finance,5101145,51.01
Equity Research Analyst,6,4,B.E.,Tier 2,Kolkata,1,service,Finance,2881051,28.81
Equity Research Analyst,6,7,B.Tech,Top Private,Kolkata,1,KPO,Finance,3660305,36.6
Equity Research Analyst,6,5,B.E.,BITS,Kochi,2,product,Finance,4723842,47.24
Equity Research Analyst,6,6,MBA,IIM,Kochi,2,service,Finance,3515458,35.15
Equity Research Analyst,6,4,B.Tech,IIT,Jaipur,2,MNC,Finance,5817423,58.17
Equity Research Analyst,6,5,MBA,IIM,Jaipur,2,product,Finance,5371914,53.72
Equity Research Analyst,6,7,B.E.,Tier 2,Lucknow,3,startup,Finance,2859279,28.59
Equity Research Analyst,6,7,B.E.,Tier 2,Lucknow,3,BPO,Finance,1553671,15.54
Equity Research Analyst,6,4,B.Tech,IIT,Bhubaneswar,3,MNC,Finance,4786184,47.86
Equity Research Analyst,6,4,B.E.,BITS,Bhubaneswar,3,product,Finance,3586026,35.86
Equity Research Analyst,8,7,MBA,IIM,Bangalore,1,MNC,Finance,10866562,108.67
Equity Research Analyst,8,6,B.Tech,Top Private,Chennai,1,MNC,Finance,8718419,87.18
Equity Research Analyst,8,4,B.Tech,IIT,Ahmedabad,2,service,Finance,4134084,41.34
Equity Research Analyst,8,4,B.Tech,NIT,Nagpur,2,MNC,Finance,6818303,68.18
Equity Research Analyst,8,5,B.Tech,NIT,Nagpur,2,product,Finance,6237193,62.37
Equity Research Analyst,8,4,MBA,IIM,Lucknow,3,MNC,Finance,6294739,62.95
Equity Research Analyst,8,6,B.Tech,IIT,Lucknow,3,BPO,Finance,2680516,26.81
Equity Research Analyst,8,6,B.Tech,Top Private,Lucknow,3,KPO,Finance,3053607,30.54
Equity Research Analyst,8,4,B.Sc,Tier 3,Bhubaneswar,3,MNC,Finance,4163974,41.64
Equity Research Analyst,8,5,B.E.,BITS,Bhubaneswar,3,product,Finance,5405082,54.05
Equity Research Analyst,8,5,B.Tech,NIT,Bhubaneswar,3,KPO,Finance,3291264,32.91
Medical Officer,0,3,B.Tech,Top Private,Mumbai,1,MNC,Healthcare,1596128,15.96
Medical Officer,0,5,B.Tech,IIT,Mumbai,1,product,Healthcare,1843796,18.44
Medical Officer,0,3,B.Tech,IIT,Gurgaon,1,MNC,Healthcare,2140479,21.4
Medical Officer,0,6,B.E.,Tier 2,Gurgaon,1,product,Healthcare,1245475,12.45
Medical Officer,0,3,B.E.,BITS,Gurgaon,1,startup,Healthcare,1225703,12.26
Medical Officer,0,3,B.Sc,Tier 3,Gurgaon,1,service,Healthcare,738260,7.38
Medical Officer,0,4,B.Tech,NIT,Visakhapatnam,2,MNC,Healthcare,1667084,16.67
Medical Officer,0,4,B.Tech,Top Private,Visakhapatnam,2,product,Healthcare,1205102,12.05
Medical Officer,0,6,B.Tech,IIT,Visakhapatnam,2,KPO,Healthcare,1143052,11.43
Medical Officer,0,4,B.Tech,Top Private,Lucknow,3,product,Healthcare,1145310,11.45
Medical Officer,0,5,B.Tech,NIT,Lucknow,3,BPO,Healthcare,637628,6.38
Medical Officer,0,6,B.Tech,NIT,Lucknow,3,KPO,Healthcare,799357,7.99
Medical Officer,0,3,B.Sc,Tier 3,Patna,3,service,Healthcare,494356,4.94
Medical Officer,0,3,B.E.,BITS,Patna,3,BPO,Healthcare,551213,5.51
Medical Officer,1,5,B.E.,Tier 2,Bangalore,1,product,Healthcare,1551100,15.51
Medical Officer,1,4,B.E.,Tier 2,Bangalore,1,service,Healthcare,1060784,10.61
Medical Officer,1,6,B.E.,Tier 2,Bangalore,1,BPO,Healthcare,797074,7.97
Medical Officer,1,3,B.Tech,Top Private,Kolkata,1,startup,Healthcare,1553147,15.53
Medical Officer,1,6,B.Sc,Tier 3,Kolkata,1,service,Healthcare,970694,9.71
Medical Officer,1,4,MBA,IIM,Kochi,2,product,Healthcare,1913948,19.14
Medical Officer,1,6,MBA,IIM,Ahmedabad,2,KPO,Healthcare,1528056,15.28
Medical Officer,1,3,B.Tech,IIT,Thiruvananthapuram,3,BPO,Healthcare,809840,8.1
